DISEASE,STATE,CASES,VACCINATED,YEAR
Vitamin A Dose-1,Karnataka,1110000,834003,2012
Vitamin A Dose-1,Karnataka,1110000,788346,2013
Vitamin A Dose-1,Karnataka,1121000,811321,2014
Vitamin A Dose-1,Karnataka,1122000,821116,2015
Vitamin A Dose-1,Karnataka,1157000,794523,2016
Vitamin A Dose-1,Karnataka,1131000,814751,2017
Vitamin A Dose-1,Karnataka,1111890,812132,2018
Vitamin A Dose-1,Karnataka,1120420,797863,2019
Vitamin A Dose-1,Kerala,493000,355191,2008
Vitamin A Dose-1,Kerala,494000,398891,2009
Vitamin A Dose-1,Kerala,497000,378635,2010
Vitamin A Dose-1,Kerala,504000,382031,2011
Vitamin A Dose-1,Kerala,497000,376668,2012
Vitamin A Dose-1,Kerala,493000,375261,2013
Vitamin A Dose-1,Kerala,496000,337529,2014
Vitamin A Dose-1,Kerala,503000,359411,2015
Vitamin A Dose-1,Kerala,516000,343361,2016
Vitamin A Dose-1,Kerala,509000,389422,2017
Vitamin A Dose-1,Kerala,491490,348672,2018
Vitamin A Dose-1,Kerala,493850,350480,2019
Vitamin A Dose-1,Maharashtra,1904000,1333890,2008
Vitamin A Dose-1,Maharashtra,1913000,1423297,2009
Vitamin A Dose-1,Maharashtra,1940000,1387985,2010
Vitamin A Dose-1,Maharashtra,1842000,1385257,2011
Vitamin A Dose-1,Maharashtra,1855000,1406575,2012
Vitamin A Dose-1,Maharashtra,1870000,1440260,2013
Vitamin A Dose-1,Maharashtra,1894000,1395223,2014
Vitamin A Dose-1,Maharashtra,1924000,1398771,2015
Vitamin A Dose-1,Maharashtra,1973000,1381766,2016
Vitamin A Dose-1,Maharashtra,1947000,1388242,2017
Vitamin A Dose-1,Maharashtra,1901290,1369935,2018
Vitamin A Dose-1,Maharashtra,1922630,1427203,2019
Vitamin A Dose-1,Punjab,454000,291882,2008
Vitamin A Dose-1,Punjab,452000,332362,2009
Vitamin A Dose-1,Punjab,457000,321574,2010
Vitamin A Dose-1,Punjab,438000,300357,2011
Vitamin A Dose-1,Punjab,435000,314170,2012
Vitamin A Dose-1,Punjab,435000,316766,2013
Vitamin A Dose-1,Punjab,440000,319908,2014
Vitamin A Dose-1,Punjab,440000,308091,2015
Vitamin A Dose-1,Punjab,444000,291459,2016
Vitamin A Dose-1,Punjab,440000,281789,2017
Vitamin A Dose-1,Punjab,435320,275800,2018
Vitamin A Dose-1,Punjab,438810,277075,2019
Vitamin A Dose-1,Tamil Nadu,1012000,810928,2008
Vitamin A Dose-1,Tamil Nadu,1036000,817607,2009
Vitamin A Dose-1,Tamil Nadu,1043000,812907,2010
Vitamin A Dose-1,Tamil Nadu,1126000,803397,2011
Vitamin A Dose-1,Tamil Nadu,1119000,780441,2012
Vitamin A Dose-1,Tamil Nadu,1118000,769850,2013
Vitamin A Dose-1,Tamil Nadu,1125000,743847,2014
Vitamin A Dose-1,Tamil Nadu,1118000,703360,2015
Vitamin A Dose-1,Tamil Nadu,1124000,698217,2016
Vitamin A Dose-1,Tamil Nadu,1115000,690842,2017
Vitamin A Dose-1,Tamil Nadu,1101530,701008,2018
Vitamin A Dose-1,Tamil Nadu,1106010,724278,2019
Vitamin A Dose-1,West Bengal,1508000,960209,2008
Vitamin A Dose-1,West Bengal,1492000,1194451,2009
Vitamin A Dose-1,West Bengal,1505000,1032467,2010
Vitamin A Dose-1,West Bengal,1447000,997160,2011
Vitamin A Dose-1,West Bengal,1442000,1006177,2012
Vitamin A Dose-1,West Bengal,1447000,1040601,2013
Vitamin A Dose-1,West Bengal,1459000,1039867,2014
Vitamin A Dose-1,West Bengal,1441000,1009114,2015
Vitamin A Dose-1,West Bengal,1454000,1011559,2016
Vitamin A Dose-1,West Bengal,1459000,998528,2017
Vitamin A Dose-1,West Bengal,1445870,985278,2018
Vitamin A Dose-1,West Bengal,1457370,1034728,2019
Vitamin A Dose-1,A & N Islands,7000,4254,2008
Vitamin A Dose-1,A & N Islands,8000,3751,2009
Vitamin A Dose-1,A & N Islands,8000,3669,2010
Vitamin A Dose-1,A & N Islands,6000,3702,2011
Vitamin A Dose-1,A & N Islands,6000,3364,2012
Vitamin A Dose-1,A & N Islands,6000,3727,2013
Vitamin A Dose-1,A & N Islands,6000,3927,2014
Vitamin A Dose-1,A & N Islands,6000,3485,2015
Vitamin A Dose-1,A & N Islands,6000,3384,2016
Vitamin A Dose-1,A & N Islands,5000,3009,2017
Vitamin A Dose-1,A & N Islands,5040,3011,2018
Vitamin A Dose-1,A & N Islands,5160,2839,2019
Vitamin A Dose-1,Chandigarh,19000,10125,2008
Vitamin A Dose-1,Chandigarh,21000,12192,2009
Vitamin A Dose-1,Chandigarh,22000,11405,2010
Vitamin A Dose-1,Chandigarh,16000,11630,2011
Vitamin A Dose-1,Chandigarh,17000,11875,2012
Vitamin A Dose-1,Chandigarh,17000,12479,2013
Vitamin A Dose-1,Chandigarh,18000,11783,2014
Vitamin A Dose-1,Chandigarh,18000,11459,2015
Vitamin A Dose-1,Chandigarh,19000,11091,2016
Vitamin A Dose-1,Chandigarh,19000,10417,2017
Vitamin A Dose-1,Chandigarh,19450,13689,2018
Vitamin A Dose-1,Chandigarh,20330,12014,2019
Vitamin A Dose-1,Dadra & Nagar Haveli,9000,5234,2008
Vitamin A Dose-1,Dadra & Nagar Haveli,9000,6066,2009
Vitamin A Dose-1,Dadra & Nagar Haveli,9000,4786,2010
Vitamin A Dose-1,Dadra & Nagar Haveli,9000,5197,2011
Vitamin A Dose-1,Dadra & Nagar Haveli,9000,5292,2012
Vitamin A Dose-1,Dadra & Nagar Haveli,10000,5681,2013
Vitamin A Dose-1,Dadra & Nagar Haveli,10000,5345,2014
Vitamin A Dose-1,Dadra & Nagar Haveli,10000,5455,2015
Vitamin A Dose-1,Dadra & Nagar Haveli,11000,5568,2016
Vitamin A Dose-1,Dadra & Nagar Haveli,9000,5414,2017
Vitamin A Dose-1,Dadra & Nagar Haveli,10420,5491,2018
Vitamin A Dose-1,Dadra & Nagar Haveli,10790,5339,2019
Vitamin A Dose-1,Daman & Diu,4000,0,2008
Vitamin A Dose-1,Daman & Diu,4000,0,2009
Vitamin A Dose-1,Daman & Diu,5000,2020,2010
Vitamin A Dose-1,Daman & Diu,5000,1974,2011
Vitamin A Dose-1,Daman & Diu,5000,2286,2012
Vitamin A Dose-1,Daman & Diu,5000,2307,2013
Vitamin A Dose-1,Daman & Diu,5000,2587,2014
Vitamin A Dose-1,Daman & Diu,5000,2503,2015
Vitamin A Dose-1,Daman & Diu,5000,2608,2016
Vitamin A Dose-1,Daman & Diu,5000,2492,2017
Vitamin A Dose-1,Daman & Diu,6590,3462,2018
Vitamin A Dose-1,Daman & Diu,6870,3149,2019
Vitamin A Dose-1,Delhi,301000,151167,2008
Vitamin A Dose-1,Delhi,315000,166972,2009
Vitamin A Dose-1,Delhi,323000,150547,2010
Vitamin A Dose-1,Delhi,290000,161048,2011
Vitamin A Dose-1,Delhi,295000,181668,2012
Vitamin A Dose-1,Delhi,303000,169343,2013
Vitamin A Dose-1,Delhi,311000,180932,2014
Vitamin A Dose-1,Delhi,315000,213871,2015
Vitamin A Dose-1,Delhi,294000,214458,2016
Vitamin A Dose-1,Delhi,326000,207150,2017
Vitamin A Dose-1,Delhi,311590,211320,2018
Vitamin A Dose-1,Delhi,320430,221361,2019
Vitamin A Dose-1,Lakshadweep,1000,136,2008
Vitamin A Dose-1,Lakshadweep,1000,701,2009
Vitamin A Dose-1,Lakshadweep,1000,601,2010
Vitamin A Dose-1,Lakshadweep,1000,698,2011
Vitamin A Dose-1,Lakshadweep,1000,671,2012
Vitamin A Dose-1,Lakshadweep,1000,742,2013
Vitamin A Dose-1,Lakshadweep,1000,788,2014
Vitamin A Dose-1,Lakshadweep,1000,761,2015
Vitamin A Dose-1,Lakshadweep,1000,730,2016
Vitamin A Dose-1,Lakshadweep,1000,711,2017
Vitamin A Dose-1,Puducherry,19000,10266,2008
Vitamin A Dose-1,Puducherry,20000,12431,2009
Vitamin A Dose-1,Puducherry,21000,12103,2010
Vitamin A Dose-1,Puducherry,21000,11169,2011
Vitamin A Dose-1,Puducherry,21000,10747,2012
Vitamin A Dose-1,Puducherry,22000,9581,2013
Vitamin A Dose-1,Puducherry,23000,10545,2014
Vitamin A Dose-1,Puducherry,22000,11708,2015
Vitamin A Dose-1,Puducherry,22000,11832,2016
Vitamin A Dose-1,Puducherry,22000,11552,2017
Vitamin A Dose-5,All India,25099000,17818902,2008
Vitamin A Dose-5,All India,25186000,18413355,2009
Vitamin A Dose-5,All India,25536000,16572243,2010
Vitamin A Dose-5,All India,25301000,15671646,2011
Vitamin A Dose-5,All India,25421000,16054621,2012
Vitamin A Dose-5,All India,25594000,16557490,2013
Vitamin A Dose-5,All India,25928000,16488494,2014
Vitamin A Dose-5,All India,25870000,16614820,2015
Vitamin A Dose-5,All India,26252000,16681863,2016
Vitamin A Dose-5,All India,26311000,16615631,2017
Vitamin A Dose-5,All India,26009790,16273047,2018
Vitamin A Dose-5,All India,26297590,17538847,2019
Vitamin A Dose-5,Arunachal Pradesh,26000,11526,2008
Vitamin A Dose-5,Arunachal Pradesh,26000,9752,2009
Vitamin A Dose-5,Arunachal Pradesh,26000,11329,2010
Vitamin A Dose-5,Arunachal Pradesh,27000,10034,2011
Vitamin A Dose-5,Arunachal Pradesh,26000,12620,2012
Vitamin A Dose-5,Arunachal Pradesh,26000,14394,2013
Vitamin A Dose-5,Arunachal Pradesh,27000,12701,2014
Vitamin A Dose-5,Arunachal Pradesh,27000,15996,2015
Vitamin A Dose-5,Arunachal Pradesh,27000,12453,2016
Vitamin A Dose-5,Arunachal Pradesh,27000,13961,2017
Vitamin A Dose-5,Arunachal Pradesh,26370,14715,2018
Vitamin A Dose-5,Arunachal Pradesh,26620,14484,2019
Vitamin A Dose-5,Assam,673000,425829,2008
Vitamin A Dose-5,Assam,672000,430569,2009
Vitamin A Dose-5,Assam,680000,433545,2010
Vitamin A Dose-5,Assam,677000,404931,2011
Vitamin A Dose-5,Assam,676000,437417,2012
Vitamin A Dose-5,Assam,681000,446582,2013
Vitamin A Dose-5,Assam,690000,393351,2014
Vitamin A Dose-5,Assam,702000,434761,2015
Vitamin A Dose-5,Assam,710000,473727,2016
Vitamin A Dose-5,Assam,707000,419689,2017
Vitamin A Dose-5,Assam,690550,357944,2018
Vitamin A Dose-5,Assam,697710,441752,2019
Vitamin A Dose-5,Manipur,35000,32393,2008
Vitamin A Dose-5,Manipur,37000,34884,2009
Vitamin A Dose-5,Manipur,38000,33532,2010
Vitamin A Dose-5,Manipur,37000,34052,2011
Vitamin A Dose-5,Manipur,38000,33324,2012
Vitamin A Dose-5,Manipur,43000,36494,2013
Vitamin A Dose-5,Manipur,44000,33828,2014
Vitamin A Dose-5,Manipur,44000,33907,2015
Vitamin A Dose-5,Manipur,45000,30996,2016
Vitamin A Dose-5,Manipur,44000,30910,2017
Vitamin A Dose-5,Manipur,44780,27667,2018
Vitamin A Dose-5,Manipur,45210,29298,2019
Vitamin A Dose-5,Meghalaya,59000,37307,2008
Vitamin A Dose-5,Meghalaya,61000,46309,2009
Vitamin A Dose-5,Meghalaya,62000,49549,2010
Vitamin A Dose-5,Meghalaya,68000,49620,2011
Vitamin A Dose-5,Meghalaya,69000,55026,2012
Vitamin A Dose-5,Meghalaya,70000,57161,2013
Vitamin A Dose-5,Meghalaya,71000,56637,2014
Vitamin A Dose-5,Meghalaya,72000,55502,2015
Vitamin A Dose-5,Meghalaya,73000,51777,2016
Vitamin A Dose-5,Meghalaya,73000,53903,2017
Vitamin A Dose-5,Meghalaya,70660,48159,2018
Vitamin A Dose-5,Meghalaya,71350,54807,2019
Vitamin A Dose-5,Mizoram,18000,8418,2008
Vitamin A Dose-5,Mizoram,17000,17313,2009
Vitamin A Dose-5,Mizoram,17000,17122,2010
Vitamin A Dose-5,Mizoram,17000,14783,2011
Vitamin A Dose-5,Mizoram,17000,17610,2012
Vitamin A Dose-5,Mizoram,17000,15688,2013
Vitamin A Dose-5,Mizoram,17000,15205,2014
Vitamin A Dose-5,Mizoram,18000,14950,2015
Vitamin A Dose-5,Mizoram,18000,12941,2016
Vitamin A Dose-5,Mizoram,18000,13442,2017
Vitamin A Dose-5,Mizoram,17610,13594,2018
Vitamin A Dose-5,Mizoram,17790,13992,2019
Vitamin A Dose-5,Nagaland,37000,9642,2008
Vitamin A Dose-5,Nagaland,38000,19977,2009
Vitamin A Dose-5,Nagaland,38000,14924,2010
Vitamin A Dose-5,Nagaland,31000,14099,2011
Vitamin A Dose-5,Nagaland,30000,17885,2012
Vitamin A Dose-5,Nagaland,30000,16503,2013
Vitamin A Dose-5,Nagaland,31000,15810,2014
Vitamin A Dose-5,Nagaland,32000,16689,2015
Vitamin A Dose-5,Nagaland,32000,14995,2016
Vitamin A Dose-5,Nagaland,32000,15473,2017
Vitamin A Dose-5,Nagaland,28830,14149,2018
Vitamin A Dose-5,Nagaland,29100,14898,2019
Vitamin A Dose-5,Sikkim,11000,7846,2008
Vitamin A Dose-5,Sikkim,11000,5475,2009
Vitamin A Dose-5,Sikkim,11000,6676,2010
Vitamin A Dose-5,Sikkim,11000,6501,2011
Vitamin A Dose-5,Sikkim,11000,6105,2012
Vitamin A Dose-5,Sikkim,11000,6230,2013
Vitamin A Dose-5,Sikkim,11000,5782,2014
Vitamin A Dose-5,Sikkim,11000,5874,2015
Vitamin A Dose-5,Sikkim,11000,5638,2016
Vitamin A Dose-5,Sikkim,11000,5566,2017
Vitamin A Dose-5,Sikkim,10730,5523,2018
Vitamin A Dose-5,Sikkim,10830,5302,2019
Vitamin A Dose-5,Tripura,58000,38647,2008
Vitamin A Dose-5,Tripura,53000,35004,2009
Vitamin A Dose-5,Tripura,53000,38085,2010
Vitamin A Dose-5,Tripura,51000,39446,2011
Vitamin A Dose-5,Tripura,51000,41359,2012
Vitamin A Dose-5,Tripura,51000,41306,2013
Vitamin A Dose-5,Tripura,51000,39626,2014
Vitamin A Dose-5,Tripura,57000,37002,2015
Vitamin A Dose-5,Tripura,57000,36986,2016
Vitamin A Dose-5,Tripura,57000,36632,2017
Vitamin A Dose-5,Tripura,50400,36828,2018
Vitamin A Dose-5,Tripura,50900,37929,2019
Vitamin A Dose-5,Bihar,2617000,1446908,2008
Vitamin A Dose-5,Bihar,2615000,1620882,2009
Vitamin A Dose-5,Bihar,2652000,1286169,2010
Vitamin A Dose-5,Bihar,2775000,1202800,2011
Vitamin A Dose-5,Bihar,2814000,1332152,2012
Vitamin A Dose-5,Bihar,2842000,1623108,2013
Vitamin A Dose-5,Bihar,2877000,1705560,2014
Vitamin A Dose-5,Bihar,2734000,1781192,2015
Vitamin A Dose-5,Bihar,2765000,1917904,2016
Vitamin A Dose-5,Bihar,2839000,1788394,2017
Vitamin A Dose-5,Bihar,2899950,1870350,2018
Vitamin A Dose-5,Bihar,2929430,2028841,2019
Vitamin A Dose-5,Chhattisgarh,585000,384261,2008
Vitamin A Dose-5,Chhattisgarh,586000,422984,2009
Vitamin A Dose-5,Chhattisgarh,594000,389510,2010
Vitamin A Dose-5,Chhattisgarh,609000,381874,2011
Vitamin A Dose-5,Chhattisgarh,608000,369940,2012
Vitamin A Dose-5,Chhattisgarh,614000,377220,2013
Vitamin A Dose-5,Chhattisgarh,622000,397838,2014
Vitamin A Dose-5,Chhattisgarh,607000,377037,2015
Vitamin A Dose-5,Chhattisgarh,614000,383146,2016
Vitamin A Dose-5,Chhattisgarh,618000,372822,2017
Vitamin A Dose-5,Chhattisgarh,613190,366577,2018
Vitamin A Dose-5,Chhattisgarh,619860,404027,2019
Vitamin A Dose-5,Himachal Pradesh,110000,93794,2008
Vitamin A Dose-5,Himachal Pradesh,114000,94057,2009
Vitamin A Dose-5,Himachal Pradesh,115000,88916,2010
Vitamin A Dose-5,Himachal Pradesh,110000,83024,2011
Vitamin A Dose-5,Himachal Pradesh,109000,83561,2012
Vitamin A Dose-5,Himachal Pradesh,108000,81476,2013
Vitamin A Dose-5,Himachal Pradesh,109000,79412,2014
Vitamin A Dose-5,Himachal Pradesh,113000,80386,2015
Vitamin A Dose-5,Himachal Pradesh,119000,77381,2016
Vitamin A Dose-5,Himachal Pradesh,115000,74513,2017
Vitamin A Dose-5,Himachal Pradesh,113030,75350,2018
Vitamin A Dose-5,Himachal Pradesh,113840,73718,2019
Vitamin A Dose-5,Jammu & Kashmir,205000,167661,2008
Vitamin A Dose-5,Jammu & Kashmir,205000,184891,2009
Vitamin A Dose-5,Jammu & Kashmir,208000,161284,2010
Vitamin A Dose-5,Jammu & Kashmir,216000,154956,2011
Vitamin A Dose-5,Jammu & Kashmir,216000,153691,2012
Vitamin A Dose-5,Jammu & Kashmir,218000,136539,2013
Vitamin A Dose-5,Jammu & Kashmir,221000,147600,2014
Vitamin A Dose-5,Jammu & Kashmir,214000,161457,2015
Vitamin A Dose-5,Jammu & Kashmir,213000,160718,2016
Vitamin A Dose-5,Jammu & Kashmir,213000,163995,2017
Vitamin A Dose-5,Jammu & Kashmir,205080,161758,2018
Vitamin A Dose-5,Jammu & Kashmir,206890,166211,2019
Vitamin A Dose-5,Jharkhand,756000,448787,2008
Vitamin A Dose-5,Jharkhand,759000,502897,2009
Vitamin A Dose-5,Jharkhand,770000,479890,2010
Vitamin A Dose-5,Jharkhand,798000,424088,2011
Vitamin A Dose-5,Jharkhand,799000,432214,2012
Vitamin A Dose-5,Jharkhand,808000,495513,2013
Vitamin A Dose-5,Jharkhand,820000,478983,2014
Vitamin A Dose-5,Jharkhand,807000,521541,2015
Vitamin A Dose-5,Jharkhand,809000,545829,2016
Vitamin A Dose-5,Jharkhand,818000,565982,2017
Vitamin A Dose-5,Jharkhand,802290,486985,2018
Vitamin A Dose-5,Jharkhand,811510,565572,2019
Vitamin A Dose-5,Madhya Pradesh,1837000,1274827,2008
Vitamin A Dose-5,Madhya Pradesh,1838000,1227009,2009
Vitamin A Dose-5,Madhya Pradesh,1867000,1161851,2010
Vitamin A Dose-5,Madhya Pradesh,1853000,1024711,2011
Vitamin A Dose-5,Madhya Pradesh,1866000,1045086,2012
Vitamin A Dose-5,Madhya Pradesh,1878000,1039525,2013
Vitamin A Dose-5,Madhya Pradesh,1906000,1026628,2014
Vitamin A Dose-5,Madhya Pradesh,1897000,1022060,2015
Vitamin A Dose-5,Madhya Pradesh,1909000,1052403,2016
Vitamin A Dose-5,Madhya Pradesh,1940000,1062508,2017
Vitamin A Dose-5,Madhya Pradesh,1918030,1124387,2018
Vitamin A Dose-5,Madhya Pradesh,1942940,1207382,2019
Vitamin A Dose-5,Odisha,796000,434851,2008
Vitamin A Dose-5,Odisha,802000,596795,2009
Vitamin A Dose-5,Odisha,809000,511282,2010
Vitamin A Dose-5,Odisha,799000,493936,2011
Vitamin A Dose-5,Odisha,801000,548530,2012
Vitamin A Dose-5,Odisha,797000,505033,2013
Vitamin A Dose-5,Odisha,804000,530273,2014
Vitamin A Dose-5,Odisha,805000,512431,2015
Vitamin A Dose-5,Odisha,811000,494863,2016
Vitamin A Dose-5,Odisha,811000,473703,2017
Vitamin A Dose-5,Odisha,783130,477243,2018
Vitamin A Dose-5,Odisha,788810,488169,2019
Vitamin A Dose-5,Rajasthan,1701000,1162038,2008
Vitamin A Dose-5,Rajasthan,1709000,1143593,2009
Vitamin A Dose-5,Rajasthan,1737000,1060347,2010
Vitamin A Dose-5,Rajasthan,1716000,1008068,2011
Vitamin A Dose-5,Rajasthan,1728000,1012764,2012
Vitamin A Dose-5,Rajasthan,1737000,1049262,2013
Vitamin A Dose-5,Rajasthan,1762000,1038058,2014
Vitamin A Dose-5,Rajasthan,1749000,1014950,2015
Vitamin A Dose-5,Rajasthan,1773000,1008950,2016
Vitamin A Dose-5,Rajasthan,1787000,998171,2017
Vitamin A Dose-5,Rajasthan,1767770,969124,2018
Vitamin A Dose-5,Rajasthan,1789690,964287,2019
Vitamin A Dose-5,Uttar Pradesh,5282000,4673875,2008
Vitamin A Dose-5,Uttar Pradesh,5317000,4161534,2009
Vitamin A Dose-5,Uttar Pradesh,5412000,3345004,2010
Vitamin A Dose-5,Uttar Pradesh,5284000,2950791,2011
Vitamin A Dose-5,Uttar Pradesh,5318000,3020005,2012
Vitamin A Dose-5,Uttar Pradesh,5387000,3253818,2013
Vitamin A Dose-5,Uttar Pradesh,5477000,3234361,2014
Vitamin A Dose-5,Uttar Pradesh,5543000,3293343,2015
Vitamin A Dose-5,Uttar Pradesh,5631000,3083726,2016
Vitamin A Dose-5,Uttar Pradesh,5665000,3346114,2017
Vitamin A Dose-5,Uttar Pradesh,5606880,3093487,2018
Vitamin A Dose-5,Uttar Pradesh,5688500,3727422,2019
Vitamin A Dose-5,Uttarakhand,187000,130906,2008
Vitamin A Dose-5,Uttarakhand,187000,146601,2009
Vitamin A Dose-5,Uttarakhand,190000,119504,2010
Vitamin A Dose-5,Uttarakhand,185000,142958,2011
Vitamin A Dose-5,Uttarakhand,185000,126455,2012
Vitamin A Dose-5,Uttarakhand,184000,147656,2013
Vitamin A Dose-5,Uttarakhand,187000,129774,2014
Vitamin A Dose-5,Uttarakhand,189000,141299,2015
Vitamin A Dose-5,Uttarakhand,191000,128436,2016
Vitamin A Dose-5,Uttarakhand,189000,119790,2017
Vitamin A Dose-5,Uttarakhand,186220,128514,2018
Vitamin A Dose-5,Uttarakhand,188280,124548,2019
Vitamin A Dose-5,Andhra Pradesh Old,1465000,1116406,2008
Vitamin A Dose-5,Andhra Pradesh Old,1459000,1122391,2009
Vitamin A Dose-5,Andhra Pradesh Old,1472000,1093237,2010
Vitamin A Dose-5,Andhra Pradesh Old,1423000,1077444,2011
Vitamin A Dose-5,Andhra Pradesh Old,1439000,1087074,2012
Vitamin A Dose-5,Andhra Pradesh Old,1445000,1073501,2013
Vitamin A Dose-5,Goa,24000,18090,2008
Vitamin A Dose-5,Goa,23000,16890,2009
Vitamin A Dose-5,Goa,24000,16622,2010
Vitamin A Dose-5,Goa,20000,16372,2011
Vitamin A Dose-5,Goa,20000,16477,2012
Vitamin A Dose-5,Goa,20000,15177,2013
Vitamin A Dose-5,Goa,21000,14888,2014
Vitamin A Dose-5,Goa,21000,15170,2015
Vitamin A Dose-5,Goa,22000,14484,2016
Vitamin A Dose-5,Goa,21000,14184,2017
Vitamin A Dose-5,Goa,21430,13607,2018
Vitamin A Dose-5,Goa,21930,13678,2019
Vitamin A Dose-5,Gujarat,1246000,764976,2008
Vitamin A Dose-5,Gujarat,1244000,853763,2009
Vitamin A Dose-5,Gujarat,1261000,871562,2010
Vitamin A Dose-5,Gujarat,1243000,840257,2011
Vitamin A Dose-5,Gujarat,1251000,883995,2012
Vitamin A Dose-5,Gujarat,1251000,854841,2013
Vitamin A Dose-5,Gujarat,1267000,843993,2014
Vitamin A Dose-5,Gujarat,1273000,835836,2015
Vitamin A Dose-5,Gujarat,1354000,848759,2016
Vitamin A Dose-5,Gujarat,1292000,851176,2017
Vitamin A Dose-5,Gujarat,1277520,828686,2018
Vitamin A Dose-5,Gujarat,1290490,824299,2019
Vitamin A Dose-5,Haryana,541000,345829,2008
Vitamin A Dose-5,Haryana,541000,422997,2009
Vitamin A Dose-5,Haryana,550000,398698,2010
Vitamin A Dose-5,Haryana,532000,384334,2011
Vitamin A Dose-5,Haryana,537000,378511,2012
Vitamin A Dose-5,Haryana,539000,319855,2013
Vitamin A Dose-5,Haryana,548000,336620,2014
Vitamin A Dose-5,Haryana,556000,360485,2015
Vitamin A Dose-5,Haryana,555000,344709,2016
Vitamin A Dose-5,Haryana,564000,353263,2017
Vitamin A Dose-5,Haryana,564380,348500,2018
Vitamin A Dose-5,Haryana,571810,381496,2019
Vitamin A Dose-5,Karnataka,1099000,796648,2008
Vitamin A Dose-5,Karnataka,1107000,872590,2009
Vitamin A Dose-5,Karnataka,1119000,798755,2010
Vitamin A Dose-5,Karnataka,1114000,836512,2011
Vitamin A Dose-5,Karnataka,1110000,834003,2012
Vitamin A Dose-5,Karnataka,1110000,788346,2013
Vitamin A Dose-5,Karnataka,1121000,811321,2014
Vitamin A Dose-5,Karnataka,1122000,821116,2015
Vitamin A Dose-5,Karnataka,1157000,794523,2016
Vitamin A Dose-5,Karnataka,1131000,814751,2017
Vitamin A Dose-5,Karnataka,1111890,812132,2018
Vitamin A Dose-5,Karnataka,1120420,797863,2019
Vitamin A Dose-5,Kerala,493000,355191,2008
Vitamin A Dose-5,Kerala,494000,398891,2009
Vitamin A Dose-5,Kerala,497000,378635,2010
Vitamin A Dose-5,Kerala,504000,382031,2011
Vitamin A Dose-5,Kerala,497000,376668,2012
Vitamin A Dose-5,Kerala,493000,375261,2013
Vitamin A Dose-5,Kerala,496000,337529,2014
Vitamin A Dose-5,Kerala,503000,359411,2015
Vitamin A Dose-5,Kerala,516000,343361,2016
Vitamin A Dose-5,Kerala,509000,389422,2017
Vitamin A Dose-5,Kerala,491490,348672,2018
Vitamin A Dose-5,Kerala,493850,350480,2019
Vitamin A Dose-5,Maharashtra,1904000,1333890,2008
Vitamin A Dose-5,Maharashtra,1913000,1423297,2009
Vitamin A Dose-5,Maharashtra,1940000,1387985,2010
Vitamin A Dose-5,Maharashtra,1842000,1385257,2011
Vitamin A Dose-5,Maharashtra,1855000,1406575,2012
Vitamin A Dose-5,Maharashtra,1870000,1440260,2013
Vitamin A Dose-5,Maharashtra,1894000,1395223,2014
Vitamin A Dose-5,Maharashtra,1924000,1398771,2015
Vitamin A Dose-5,Maharashtra,1973000,1381766,2016
Vitamin A Dose-5,Maharashtra,1947000,1388242,2017
Vitamin A Dose-5,Maharashtra,1901290,1369935,2018
Vitamin A Dose-5,Maharashtra,1922630,1427203,2019
Vitamin A Dose-5,Punjab,454000,291882,2008
Vitamin A Dose-5,Punjab,452000,332362,2009
Vitamin A Dose-5,Punjab,457000,321574,2010
Vitamin A Dose-5,Punjab,438000,300357,2011
Vitamin A Dose-5,Punjab,435000,314170,2012
Vitamin A Dose-5,Punjab,435000,316766,2013
Vitamin A Dose-5,Punjab,440000,319908,2014
Vitamin A Dose-5,Punjab,440000,308091,2015
Vitamin A Dose-5,Punjab,444000,291459,2016
Vitamin A Dose-5,Punjab,440000,281789,2017
Vitamin A Dose-5,Punjab,435320,275800,2018
Vitamin A Dose-5,Punjab,438810,277075,2019
Vitamin A Dose-5,Tamil Nadu,1012000,810928,2008
Vitamin A Dose-5,Tamil Nadu,1036000,817607,2009
Vitamin A Dose-5,Tamil Nadu,1043000,812907,2010
Vitamin A Dose-5,Tamil Nadu,1126000,803397,2011
Vitamin A Dose-5,Tamil Nadu,1119000,780441,2012
Vitamin A Dose-5,Tamil Nadu,1118000,769850,2013
Vitamin A Dose-5,Tamil Nadu,1125000,743847,2014
Vitamin A Dose-5,Tamil Nadu,1118000,703360,2015
Vitamin A Dose-5,Tamil Nadu,1124000,698217,2016
Vitamin A Dose-5,Tamil Nadu,1115000,690842,2017
Vitamin A Dose-5,Tamil Nadu,1101530,701008,2018
Vitamin A Dose-5,Tamil Nadu,1106010,724278,2019
Vitamin A Dose-5,West Bengal,1508000,960209,2008
Vitamin A Dose-5,West Bengal,1492000,1194451,2009
Vitamin A Dose-5,West Bengal,1505000,1032467,2010
Vitamin A Dose-5,West Bengal,1447000,997160,2011
Vitamin A Dose-5,West Bengal,1442000,1006177,2012
Vitamin A Dose-5,West Bengal,1447000,1040601,2013
Vitamin A Dose-5,West Bengal,1459000,1039867,2014
Vitamin A Dose-5,West Bengal,1441000,1009114,2015
Vitamin A Dose-5,West Bengal,1454000,1011559,2016
Vitamin A Dose-5,West Bengal,1459000,998528,2017
Vitamin A Dose-5,West Bengal,1445870,985278,2018
Vitamin A Dose-5,West Bengal,1457370,1034728,2019
Vitamin A Dose-5,A & N Islands,7000,4254,2008
